sno,date,time,state/unionterritory,confirmedindiannational,confirmedforeignnational,cured,deaths,confirmed
655,2020-05-04,6:00 PM,Chhattisgarh,-,-,3,0,9
654,2020-05-04,6:00 PM,Chandigarh,-,-,0,0,18
677,2020-05-04,6:00 PM,Uttar Pradesh,-,-,19,2,227
656,2020-05-04,6:00 PM,Delhi,-,-,18,7,503
657,2020-05-04,6:00 PM,Goa,-,-,0,0,7
658,2020-05-04,6:00 PM,Gujarat,-,-,18,11,122
659,2020-05-04,6:00 PM,Haryana,-,-,25,1,59
660,2020-05-04,6:00 PM,Himachal Pradesh,-,-,1,1,6
661,2020-05-04,6:00 PM,Jammu and Kashmir,-,-,4,2,106
662,2020-05-04,6:00 PM,Jharkhand,-,-,0,0,3
663,2020-05-04,6:00 PM,Karnataka,-,-,12,4,144
664,2020-05-04,6:00 PM,Kerala,-,-,49,2,306
665,2020-05-04,6:00 PM,Ladakh,-,-,10,0,14
666,2020-05-04,6:00 PM,Madhya Pradesh,-,-,0,9,165
678,2020-05-04,6:00 PM,West Bengal,-,-,10,3,80
8,2020-06-02,6:00 PM,Kerala,3,0,0,0,3
54,2020-06-03,6:00 PM,Kerala,3,0,3,0,3
53,2020-06-03,6:00 PM,Haryana,0,2,0,0,2
52,2020-06-03,6:00 PM,Delhi,3,0,0,0,3
56,2020-06-03,6:00 PM,Uttar Pradesh,7,0,0,0,7
57,2020-06-03,6:00 PM,Telengana,1,0,0,0,1
55,2020-06-03,6:00 PM,Rajasthan,1,14,0,0,15
682,2020-06-04,6:00 PM,Assam,-,-,0,0,26
708,2020-06-04,6:00 PM,West Bengal,-,-,10,3,80
707,2020-06-04,6:00 PM,Uttar Pradesh,-,-,21,3,305
706,2020-06-04,6:00 PM,Uttarakhand,-,-,4,0,26
705,2020-06-04,6:00 PM,Telengana,-,-,34,7,321
704,2020-06-04,6:00 PM,Tamil Nadu,-,-,8,5,571
703,2020-06-04,6:00 PM,Rajasthan,-,-,21,0,274
702,2020-06-04,6:00 PM,Punjab,-,-,4,6,76
701,2020-06-04,6:00 PM,Puducherry,-,-,1,0,5
700,2020-06-04,6:00 PM,Odisha,-,-,2,0,21
699,2020-06-04,6:00 PM,Mizoram,-,-,0,0,1
698,2020-06-04,6:00 PM,Manipur,-,-,0,0,2
697,2020-06-04,6:00 PM,Maharashtra,-,-,56,45,748
681,2020-06-04,6:00 PM,Arunachal Pradesh,-,-,0,0,1
680,2020-06-04,6:00 PM,Andaman and Nicobar Islands,-,-,0,0,10
679,2020-06-04,6:00 PM,Andhra Pradesh,-,-,1,3,226
684,2020-06-04,6:00 PM,Chandigarh,-,-,0,0,18
685,2020-06-04,6:00 PM,Chhattisgarh,-,-,8,0,10
687,2020-06-04,6:00 PM,Goa,-,-,0,0,7
683,2020-06-04,6:00 PM,Bihar,-,-,0,1,32
688,2020-06-04,6:00 PM,Gujarat,-,-,22,12,144
690,2020-06-04,6:00 PM,Himachal Pradesh,-,-,2,1,13
691,2020-06-04,6:00 PM,Jammu and Kashmir,-,-,4,2,109
693,2020-06-04,6:00 PM,Karnataka,-,-,12,4,151
694,2020-06-04,6:00 PM,Kerala,-,-,55,2,314
695,2020-06-04,6:00 PM,Ladakh,-,-,10,0,14
696,2020-06-04,6:00 PM,Madhya Pradesh,-,-,0,9,165
689,2020-06-04,6:00 PM,Haryana,-,-,25,1,84
686,2020-06-04,6:00 PM,Delhi,-,-,19,7,523
692,2020-06-04,6:00 PM,Jharkhand,-,-,0,0,4
9,2020-07-02,6:00 PM,Kerala,3,0,0,0,3
59,2020-07-03,6:00 PM,Uttar Pradesh,7,0,0,0,7
58,2020-07-03,6:00 PM,Kerala,3,0,3,0,3
64,2020-07-03,6:00 PM,Haryana,0,2,0,0,2
63,2020-07-03,6:00 PM,Delhi,3,0,0,0,3
62,2020-07-03,6:00 PM,Tamil Nadu,1,0,0,0,1
61,2020-07-03,6:00 PM,Telengana,1,0,0,0,1
60,2020-07-03,6:00 PM,Ladakh,2,0,0,0,2
65,2020-07-03,6:00 PM,Rajasthan,1,14,0,0,15
724,2020-07-04,6:00 PM,Kerala,-,-,58,2,327
723,2020-07-04,6:00 PM,Karnataka,-,-,25,4,175
722,2020-07-04,6:00 PM,Jharkhand,-,-,0,0,4
709,2020-07-04,6:00 PM,Andhra Pradesh,-,-,1,3,266
725,2020-07-04,6:00 PM,Ladakh,-,-,10,0,14
711,2020-07-04,6:00 PM,Arunachal Pradesh,-,-,0,0,1
712,2020-07-04,6:00 PM,Assam,-,-,0,0,26
713,2020-07-04,6:00 PM,Bihar,-,-,0,1,32
714,2020-07-04,6:00 PM,Chandigarh,-,-,7,0,18
715,2020-07-04,6:00 PM,Chhattisgarh,-,-,9,0,10
716,2020-07-04,6:00 PM,Delhi,-,-,21,7,576
717,2020-07-04,6:00 PM,Goa,-,-,0,0,7
718,2020-07-04,6:00 PM,Gujarat,-,-,25,13,165
719,2020-07-04,6:00 PM,Haryana,-,-,25,1,90
710,2020-07-04,6:00 PM,Andaman and Nicobar Islands,-,-,0,0,10
720,2020-07-04,6:00 PM,Himachal Pradesh,-,-,2,1,13
721,2020-07-04,6:00 PM,Jammu and Kashmir,-,-,4,2,116
730,2020-07-04,6:00 PM,Odisha,-,-,2,1,42
739,2020-07-04,6:00 PM,West Bengal,-,-,13,3,91
726,2020-07-04,6:00 PM,Madhya Pradesh,-,-,0,13,229
738,2020-07-04,6:00 PM,Uttar Pradesh,-,-,21,3,305
737,2020-07-04,6:00 PM,Uttarakhand,-,-,5,0,31
736,2020-07-04,6:00 PM,Tripura,-,-,0,0,1
735,2020-07-04,6:00 PM,Telengana,-,-,35,7,364
734,2020-07-04,6:00 PM,Tamil Nadu,-,-,8,5,621
727,2020-07-04,6:00 PM,Maharashtra,-,-,56,48,868
728,2020-07-04,6:00 PM,Manipur,-,-,0,0,2
729,2020-07-04,6:00 PM,Mizoram,-,-,0,0,1
733,2020-07-04,6:00 PM,Rajasthan,-,-,21,3,288
731,2020-07-04,6:00 PM,Puducherry,-,-,1,0,5
732,2020-07-04,6:00 PM,Punjab,-,-,4,7,91
10,2020-08-02,6:00 PM,Kerala,3,0,0,0,3
66,2020-08-03,6:00 PM,Ladakh,2,0,0,0,2
73,2020-08-03,6:00 PM,Uttar Pradesh,7,0,0,0,7
72,2020-08-03,6:00 PM,Delhi,3,0,0,0,3
71,2020-08-03,6:00 PM,Haryana,0,2,0,0,2
70,2020-08-03,6:00 PM,Kerala,8,0,3,0,8
69,2020-08-03,6:00 PM,Rajasthan,1,14,0,0,15
68,2020-08-03,6:00 PM,Tamil Nadu,1,0,0,0,1
67,2020-08-03,6:00 PM,Telengana,1,0,0,0,1
749,2020-08-04,5:00 PM,Gujarat,-,-,25,13,165
748,2020-08-04,5:00 PM,Goa,-,-,0,0,7
747,2020-08-04,5:00 PM,Delhi,-,-,21,9,576
750,2020-08-04,5:00 PM,Haryana,-,-,28,3,147
751,2020-08-04,5:00 PM,Himachal Pradesh,-,-,2,1,18
770,2020-08-04,5:00 PM,West Bengal,-,-,13,5,99
769,2020-08-04,5:00 PM,Uttar Pradesh,-,-,26,3,343
768,2020-08-04,5:00 PM,Uttarakhand,-,-,5,0,31
767,2020-08-04,5:00 PM,Tripura,-,-,0,0,1
766,2020-08-04,5:00 PM,Telengana,-,-,35,7,427
765,2020-08-04,5:00 PM,Tamil Nadu,-,-,19,7,690
764,2020-08-04,5:00 PM,Rajasthan,-,-,21,3,328
763,2020-08-04,5:00 PM,Punjab,-,-,4,7,91
746,2020-08-04,5:00 PM,Chhattisgarh,-,-,9,0,10
762,2020-08-04,5:00 PM,Puducherry,-,-,1,0,5
759,2020-08-04,5:00 PM,Manipur,-,-,0,0,2
758,2020-08-04,5:00 PM,Maharashtra,-,-,79,64,1018
757,2020-08-04,5:00 PM,Madhya Pradesh,-,-,0,13,229
756,2020-08-04,5:00 PM,Ladakh,-,-,10,0,14
755,2020-08-04,5:00 PM,Kerala,-,-,70,2,336
754,2020-08-04,5:00 PM,Karnataka,-,-,25,4,175
753,2020-08-04,5:00 PM,Jharkhand,-,-,0,0,4
752,2020-08-04,5:00 PM,Jammu and Kashmir,-,-,4,2,116
761,2020-08-04,5:00 PM,Odisha,-,-,2,1,42
745,2020-08-04,5:00 PM,Chandigarh,-,-,7,0,18
760,2020-08-04,5:00 PM,Mizoram,-,-,0,0,1
743,2020-08-04,5:00 PM,Assam,-,-,0,0,27
742,2020-08-04,5:00 PM,Arunachal Pradesh,-,-,0,0,1
741,2020-08-04,5:00 PM,Andaman and Nicobar Islands,-,-,0,0,10
740,2020-08-04,5:00 PM,Andhra Pradesh,-,-,5,4,305
744,2020-08-04,5:00 PM,Bihar,-,-,0,1,38
11,2020-09-02,6:00 PM,Kerala,3,0,0,0,3
85,2020-09-03,6:00 PM,Delhi,4,0,0,0,4
84,2020-09-03,6:00 PM,Haryana,0,2,0,0,2
83,2020-09-03,6:00 PM,Uttar Pradesh,7,0,0,0,7
81,2020-09-03,6:00 PM,Telengana,1,0,0,0,1
80,2020-09-03,6:00 PM,Tamil Nadu,1,0,0,0,1
79,2020-09-03,6:00 PM,Rajasthan,1,14,0,0,15
78,2020-09-03,6:00 PM,Punjab,1,0,0,0,1
82,2020-09-03,6:00 PM,Jammu and Kashmir,1,0,0,0,1
76,2020-09-03,6:00 PM,Kerala,9,0,3,0,9
75,2020-09-03,6:00 PM,Karnataka,1,0,0,0,1
74,2020-09-03,6:00 PM,Ladakh,2,0,0,0,2
77,2020-09-03,6:00 PM,Maharashtra,2,0,0,0,2
784,2020-09-04,5:00 PM,Jharkhand,-,-,0,0,13
785,2020-09-04,5:00 PM,Karnataka,-,-,28,5,181
786,2020-09-04,5:00 PM,Kerala,-,-,83,2,345
787,2020-09-04,5:00 PM,Ladakh,-,-,10,0,14
788,2020-09-04,5:00 PM,Madhya Pradesh,-,-,0,16,259
789,2020-09-04,5:00 PM,Maharashtra,-,-,117,72,1135
790,2020-09-04,5:00 PM,Manipur,-,-,1,0,2
791,2020-09-04,5:00 PM,Mizoram,-,-,0,0,1
801,2020-09-04,5:00 PM,West Bengal,-,-,16,5,103
800,2020-09-04,5:00 PM,Uttar Pradesh,-,-,31,4,410
799,2020-09-04,5:00 PM,Uttarakhand,-,-,5,0,35
797,2020-09-04,5:00 PM,Telengana,-,-,35,7,442
783,2020-09-04,5:00 PM,Jammu and Kashmir,-,-,4,4,158
793,2020-09-04,5:00 PM,Puducherry,-,-,1,0,5
794,2020-09-04,5:00 PM,Punjab,-,-,4,8,101
795,2020-09-04,5:00 PM,Rajasthan,-,-,21,3,383
796,2020-09-04,5:00 PM,Tamil Nadu,-,-,21,8,738
792,2020-09-04,5:00 PM,Odisha,-,-,2,1,42
782,2020-09-04,5:00 PM,Himachal Pradesh,-,-,2,1,18
798,2020-09-04,5:00 PM,Tripura,-,-,0,0,1
780,2020-09-04,5:00 PM,Gujarat,-,-,25,16,179
771,2020-09-04,5:00 PM,Andhra Pradesh,-,-,6,4,348
781,2020-09-04,5:00 PM,Haryana,-,-,29,3,169
773,2020-09-04,5:00 PM,Arunachal Pradesh,-,-,0,0,1
774,2020-09-04,5:00 PM,Assam,-,-,0,0,28
772,2020-09-04,5:00 PM,Andaman and Nicobar Islands,-,-,0,0,11
776,2020-09-04,5:00 PM,Chandigarh,-,-,7,0,18
777,2020-09-04,5:00 PM,Chhattisgarh,-,-,9,0,10
778,2020-09-04,5:00 PM,Delhi,-,-,21,9,669
779,2020-09-04,5:00 PM,Goa,-,-,0,0,7
775,2020-09-04,5:00 PM,Bihar,-,-,0,1,39
12,2020-10-02,6:00 PM,Kerala,3,0,0,0,3
90,2020-10-03,6:00 PM,Karnataka,4,0,0,0,4
97,2020-10-03,6:00 PM,Jammu and Kashmir,1,0,0,0,1
96,2020-10-03,6:00 PM,Telengana,1,0,0,0,1
95,2020-10-03,6:00 PM,Tamil Nadu,1,0,0,0,1
94,2020-10-03,6:00 PM,Rajasthan,1,14,0,0,15
89,2020-10-03,6:00 PM,Haryana,0,2,0,0,2
91,2020-10-03,6:00 PM,Kerala,15,0,3,0,15
87,2020-10-03,6:00 PM,Ladakh,2,0,0,0,2
88,2020-10-03,6:00 PM,Delhi,4,0,0,0,4
92,2020-10-03,6:00 PM,Maharashtra,5,0,0,0,5
86,2020-10-03,6:00 PM,Uttar Pradesh,7,0,0,0,7
93,2020-10-03,6:00 PM,Punjab,1,0,0,0,1
802,2020-10-04,5:00 PM,Andhra Pradesh,-,-,7,6,363
822,2020-10-04,5:00 PM,Mizoram,-,-,0,0,1
823,2020-10-04,5:00 PM,Odisha,-,-,2,1,44
824,2020-10-04,5:00 PM,Puducherry,-,-,1,0,5
825,2020-10-04,5:00 PM,Punjab,-,-,5,11,132
826,2020-10-04,5:00 PM,Rajasthan,-,-,21,3,463
830,2020-10-04,5:00 PM,Uttarakhand,-,-,5,0,35
828,2020-10-04,5:00 PM,Telengana,-,-,35,7,473
821,2020-10-04,5:00 PM,Manipur,-,-,1,0,2
831,2020-10-04,5:00 PM,Uttar Pradesh,-,-,32,4,431
832,2020-10-04,5:00 PM,West Bengal,-,-,16,5,116
827,2020-10-04,5:00 PM,Tamil Nadu,-,-,21,8,834
820,2020-10-04,5:00 PM,Maharashtra,-,-,125,97,1364
829,2020-10-04,5:00 PM,Tripura,-,-,0,0,1
818,2020-10-04,5:00 PM,Ladakh,-,-,10,0,15
819,2020-10-04,5:00 PM,Madhya Pradesh,-,-,0,16,259
807,2020-10-04,5:00 PM,Chandigarh,-,-,7,0,18
806,2020-10-04,5:00 PM,Bihar,-,-,0,1,60
805,2020-10-04,5:00 PM,Assam,-,-,0,0,29
804,2020-10-04,5:00 PM,Arunachal Pradesh,-,-,0,0,1
808,2020-10-04,5:00 PM,Chhattisgarh,-,-,9,0,10
810,2020-10-04,5:00 PM,Goa,-,-,1,0,7
809,2020-10-04,5:00 PM,Delhi,-,-,25,13,898
811,2020-10-04,5:00 PM,Gujarat,-,-,26,17,241
812,2020-10-04,5:00 PM,Haryana,-,-,29,3,169
813,2020-10-04,5:00 PM,Himachal Pradesh,-,-,6,1,28
814,2020-10-04,5:00 PM,Jammu and Kashmir,-,-,6,4,184
815,2020-10-04,5:00 PM,Jharkhand,-,-,0,1,13
816,2020-10-04,5:00 PM,Karnataka,-,-,30,6,197
817,2020-10-04,5:00 PM,Kerala,-,-,96,2,357
803,2020-10-04,5:00 PM,Andaman and Nicobar Islands,-,-,0,0,11
13,2020-11-02,6:00 PM,Kerala,3,0,0,0,3
99,2020-11-03,6:00 PM,Delhi,5,0,0,0,5
98,2020-11-03,6:00 PM,Maharashtra,2,0,0,0,2
100,2020-11-03,6:00 PM,Haryana,0,14,0,0,14
104,2020-11-03,6:00 PM,Uttar Pradesh,9,0,0,0,9
102,2020-11-03,6:00 PM,Rajasthan,1,2,0,0,3
103,2020-11-03,6:00 PM,Telengana,1,0,0,0,1
105,2020-11-03,6:00 PM,Ladakh,2,0,0,0,2
106,2020-11-03,6:00 PM,Tamil Nadu,1,0,0,0,1
107,2020-11-03,6:00 PM,Jammu and Kashmir,1,0,0,0,1
108,2020-11-03,6:00 PM,Punjab,1,0,0,0,1
109,2020-11-03,6:00 PM,Karnataka,4,0,0,0,4
101,2020-11-03,6:00 PM,Kerala,17,0,3,0,17
863,2020-11-04,5:00 PM,West Bengal,-,-,16,5,126
862,2020-11-04,5:00 PM,Uttar Pradesh,-,-,32,4,433
861,2020-11-04,5:00 PM,Uttarakhand,-,-,5,0,35
860,2020-11-04,5:00 PM,Tripura,-,-,0,0,2
859,2020-11-04,5:00 PM,Telengana,-,-,43,9,504
858,2020-11-04,5:00 PM,Tamil Nadu,-,-,44,8,911
854,2020-11-04,5:00 PM,Odisha,-,-,2,1,48
856,2020-11-04,5:00 PM,Punjab,-,-,5,11,132
834,2020-11-04,5:00 PM,Andaman and Nicobar Islands,-,-,0,0,11
835,2020-11-04,5:00 PM,Arunachal Pradesh,-,-,0,0,1
836,2020-11-04,5:00 PM,Assam,-,-,0,1,29
837,2020-11-04,5:00 PM,Bihar,-,-,0,1,60
838,2020-11-04,5:00 PM,Chandigarh,-,-,7,0,18
839,2020-11-04,5:00 PM,Chhattisgarh,-,-,9,0,18
833,2020-11-04,5:00 PM,Andhra Pradesh,-,-,11,6,381
840,2020-11-04,5:00 PM,Delhi,-,-,25,14,903
842,2020-11-04,5:00 PM,Gujarat,-,-,31,19,308
843,2020-11-04,5:00 PM,Haryana,-,-,29,3,177
844,2020-11-04,5:00 PM,Himachal Pradesh,-,-,6,1,28
845,2020-11-04,5:00 PM,Jammu and Kashmir,-,-,6,4,207
857,2020-11-04,5:00 PM,Rajasthan,-,-,21,3,553
846,2020-11-04,5:00 PM,Jharkhand,-,-,0,1,17
841,2020-11-04,5:00 PM,Goa,-,-,1,0,7
847,2020-11-04,5:00 PM,Karnataka,-,-,37,6,214
848,2020-11-04,5:00 PM,Kerala,-,-,123,2,364
855,2020-11-04,5:00 PM,Puducherry,-,-,1,0,7
853,2020-11-04,5:00 PM,Mizoram,-,-,0,0,1
852,2020-11-04,5:00 PM,Manipur,-,-,1,0,2
851,2020-11-04,5:00 PM,Maharashtra,-,-,188,110,1574
850,2020-11-04,5:00 PM,Madhya Pradesh,-,-,0,33,443
849,2020-11-04,5:00 PM,Ladakh,-,-,10,0,15
14,2020-12-02,6:00 PM,Kerala,3,0,0,0,3
114,2020-12-03,6:00 PM,Telengana,1,0,0,0,1
122,2020-12-03,6:00 PM,Andhra Pradesh,1,0,0,0,1
121,2020-12-03,6:00 PM,Maharashtra,11,0,0,0,11
120,2020-12-03,6:00 PM,Karnataka,4,0,0,0,4
119,2020-12-03,6:00 PM,Punjab,1,0,0,0,1
118,2020-12-03,6:00 PM,Jammu and Kashmir,1,0,0,0,1
117,2020-12-03,6:00 PM,Tamil Nadu,1,0,0,0,1
116,2020-12-03,6:00 PM,Ladakh,3,0,0,0,3
115,2020-12-03,6:00 PM,Uttar Pradesh,10,1,0,0,11
110,2020-12-03,6:00 PM,Delhi,6,0,0,0,6
111,2020-12-03,6:00 PM,Haryana,0,14,0,0,14
113,2020-12-03,6:00 PM,Rajasthan,1,2,0,0,3
112,2020-12-03,6:00 PM,Kerala,17,0,3,0,17
892,2020-12-04,5:00 PM,Uttarakhand,-,-,5,0,35
893,2020-12-04,5:00 PM,Uttar Pradesh,-,-,45,5,452
865,2020-12-04,5:00 PM,Andaman and Nicobar Islands,-,-,10,0,11
866,2020-12-04,5:00 PM,Arunachal Pradesh,-,-,0,0,1
867,2020-12-04,5:00 PM,Assam,-,-,0,1,29
868,2020-12-04,5:00 PM,Bihar,-,-,19,1,64
869,2020-12-04,5:00 PM,Chandigarh,-,-,7,0,19
870,2020-12-04,5:00 PM,Chhattisgarh,-,-,10,0,25
871,2020-12-04,5:00 PM,Delhi,-,-,25,19,1069
872,2020-12-04,5:00 PM,Goa,-,-,5,0,7
873,2020-12-04,5:00 PM,Gujarat,-,-,44,22,432
874,2020-12-04,5:00 PM,Haryana,-,-,29,3,185
875,2020-12-04,5:00 PM,Himachal Pradesh,-,-,6,1,32
876,2020-12-04,5:00 PM,Jammu and Kashmir,-,-,6,4,224
877,2020-12-04,5:00 PM,Jharkhand,-,-,0,1,17
878,2020-12-04,5:00 PM,Karnataka,-,-,37,6,226
879,2020-12-04,5:00 PM,Kerala,-,-,142,2,374
880,2020-12-04,5:00 PM,Ladakh,-,-,10,0,15
881,2020-12-04,5:00 PM,Madhya Pradesh,-,-,0,36,564
882,2020-12-04,5:00 PM,Maharashtra,-,-,208,127,1761
883,2020-12-04,5:00 PM,Manipur,-,-,1,0,2
884,2020-12-04,5:00 PM,Mizoram,-,-,0,0,1
885,2020-12-04,5:00 PM,Odisha,-,-,12,1,54
886,2020-12-04,5:00 PM,Puducherry,-,-,1,0,7
887,2020-12-04,5:00 PM,Punjab,-,-,5,11,151
888,2020-12-04,5:00 PM,Rajasthan,-,-,21,3,700
889,2020-12-04,5:00 PM,Tamil Nadu,-,-,44,10,969
890,2020-12-04,5:00 PM,Telengana,-,-,43,9,504
891,2020-12-04,5:00 PM,Tripura,-,-,0,0,2
894,2020-12-04,5:00 PM,West Bengal,-,-,19,5,134
864,2020-12-04,5:00 PM,Andhra Pradesh,-,-,11,6,381
